Wall time,Step,Value
1734356346.4797862,67,13.0
1734356430.7600749,68,50.0
1734356483.5358188,69,55.0
1734356521.3735726,70,30.0
1734356554.5344346,71,41.0
1734356559.191387,72,15.0
1734356661.7306938,73,74.0
1734356671.035009,74,19.0
1734356794.3130083,75,80.0
1734356826.377131,76,36.0
1734356960.6756916,77,78.0
1734356973.2933373,78,47.0
1734357234.1985185,79,101.0
1734357302.0210936,80,68.0
1734357438.018219,81,72.0
1734357441.684087,82,13.0
1734357533.9613738,83,74.0
1734357568.630935,84,25.0
1734357652.8324265,85,48.0
1734357680.2101676,86,74.0
1734357694.4149334,87,13.0
1734357710.7920277,88,14.0
1734357889.7748082,89,87.0
1734357937.7555048,90,40.0
1734357961.5786748,91,29.0
1734357991.319325,92,42.0
1734358037.4316783,93,41.0
1734358117.4006062,94,66.0
1734358370.9243298,95,166.0
1734358378.6448536,96,24.0
1734358449.8461704,97,38.0
1734358551.5284286,98,75.0
1734358586.7372763,99,47.0
1734358671.3153043,100,46.0
1734358731.3645182,101,60.0
1734358749.0432463,102,18.0
1734358816.1062114,103,50.0
1734358910.2649984,104,67.0
1734358927.706096,105,21.0
1734358979.0882819,106,49.0
1734358989.2274354,107,21.0
1734359037.1226552,108,53.0
1734359090.0118968,109,61.0
1734359166.2301493,110,54.0
1734359171.9860826,111,20.0
1734359186.1944962,112,13.0
1734359269.0121677,113,41.0
1734359291.131345,114,31.0
1734359309.9262652,115,13.0
1734359389.2493534,116,47.0
1734359417.6171317,117,41.0
1734359500.686272,118,51.0
1734359525.4333231,119,22.0
1734359566.8204727,120,28.0
1734359588.5843568,121,23.0
1734359599.9478147,122,24.0
1734359722.7467604,123,88.0
1734359822.2459517,124,129.0
1734359904.5209699,125,40.0
1734359915.0828831,126,13.0
1734359996.569007,127,26.0
1734360023.6977224,128,20.0
1734360094.751693,129,52.0
1734360104.90028,130,38.0
1734360156.5600548,131,43.0
1734360199.514707,132,42.0
1734360209.9867806,133,16.0
1734360292.0585003,134,36.0
1734360348.1229143,135,57.0
1734360384.961441,136,106.0
1734360456.549792,137,47.0
1734360498.5733902,138,18.0
1734360504.672887,139,13.0
1734360521.2733505,140,14.0
1734360560.775777,141,40.0
1734360612.918756,142,32.0
1734360664.6315682,143,53.0
1734360695.1561475,144,31.0
1734360766.5281255,145,52.0
1734360781.9001172,146,18.0
1734360793.3366637,147,16.0
1734360889.2048645,148,93.0
1734360982.7537956,149,75.0
1734361105.4288383,150,77.0
1734361180.7603152,151,44.0
1734361259.0840695,152,63.0
1734361395.6204984,153,54.0
1734361418.933938,154,30.0
1734361478.9953,155,45.0
1734361497.3666708,156,15.0
1734361599.537213,157,59.0
1734361609.152624,158,15.0
1734361637.8889244,159,22.0
1734361661.8234458,160,29.0
1734361673.2591317,161,20.0
1734361677.082468,162,13.0
1734361816.5440645,163,82.0
1734361852.5300193,164,30.0
1734361859.3246486,165,22.0
1734361887.1396742,166,23.0
1734361986.3808427,167,50.0
1734362004.0919502,168,18.0
1734362081.7104707,169,68.0
1734362214.007727,170,74.0
1734362320.7577221,171,71.0
1734362343.7694318,172,31.0
1734362364.7283564,173,15.0
1734362381.1835725,174,15.0
1734362407.445343,175,29.0
1734362413.3130662,176,13.0
1734362502.373153,177,59.0
1734362512.5048957,178,39.0
1734362574.6058617,179,41.0
1734362615.0594707,180,25.0
1734362681.22124,181,69.0
1734362748.9925349,182,65.0
1734362789.3192348,183,20.0
1734362804.9752862,184,18.0
1734362857.1886802,185,49.0
1734363001.338622,186,76.0
1734363013.7173598,187,41.0
1734363066.4340932,188,21.0
1734363100.569699,189,53.0
1734363107.6385212,190,20.0
1734363136.2165377,191,19.0
1734363153.1305144,192,15.0
1734363175.996868,193,32.0
1734363202.0419478,194,40.0
1734363272.9953992,195,57.0
1734363377.3955827,196,68.0
1734363399.4315195,197,24.0
1734363415.534432,198,22.0
1734363430.7888415,199,32.0
