Wall time,Step,Value
1734154875.3539128,120,39.0
1734154898.4582431,121,23.0
1734154919.89541,122,17.0
1734155043.209477,123,100.0
1734155109.5389683,124,123.0
1734155136.3867292,125,41.0
1734155157.1197526,126,13.0
1734155220.3156617,127,45.0
1734155236.2758,128,15.0
1734155275.26499,129,54.0
1734155292.3546185,130,42.0
1734155337.1735587,131,53.0
1734155382.7417696,132,64.0
1734155401.148891,133,21.0
1734155438.4634793,134,53.0
1734155475.8771112,135,58.0
1734155559.4135623,136,88.0
1734155612.0569026,137,48.0
1734155645.0581317,138,19.0
1734155661.4586043,139,13.0
1734155669.178305,140,17.0
1734155734.8591912,141,52.0
1734155820.9332705,142,42.0
1734155882.0112062,143,66.0
1734155910.3934991,144,31.0
1734155936.6845388,145,46.0
1734155956.6023762,146,18.0
1734155980.6507766,147,17.0
1734156041.9398642,148,97.0
1734156100.814801,149,50.0
1734156188.3714557,150,66.0
1734156214.021208,151,43.0
1734156258.5416949,152,66.0
1734156359.4350302,153,61.0
1734156407.0365162,154,29.0
1734156457.4122488,155,39.0
1734156476.967647,156,15.0
1734156588.902084,157,70.0
1734156599.5882094,158,24.0
1734156640.0727932,159,25.0
1734156657.2609184,160,25.0
1734156689.1478214,161,21.0
1734156694.9301598,162,13.0
1734156811.9936657,163,90.0
1734156844.7140405,164,37.0
1734156853.353461,165,24.0
1734156875.7766142,166,28.0
1734156940.9874048,167,61.0
1734156962.7913842,168,18.0
1734157006.9285119,169,54.0
1734157122.2759182,170,94.0
1734157158.9320564,171,65.0
1734157179.3338463,172,26.0
1734157201.652109,173,15.0
1734157209.364849,174,17.0
1734157265.609559,175,23.0
1734157271.137986,176,13.0
1734157320.7964702,177,59.0
1734157338.1515455,178,36.0
1734157370.6475775,179,34.0
1734157410.9462643,180,21.0
1734157494.672135,181,79.0
1734157586.049566,182,61.0
1734157596.1583693,183,23.0
1734157623.5494711,184,18.0
1734157673.668036,185,96.0
1734157816.4460175,186,114.0
1734157835.1865125,187,36.0
1734157885.2023592,188,27.0
1734157944.8066921,189,48.0
1734157959.6725538,190,20.0
1734157989.2524576,191,21.0
1734157996.6313698,192,17.0
1734158067.6655672,193,57.0
1734158088.4153423,194,27.0
1734158137.2879398,195,49.0
1734158179.5899158,196,57.0
1734158200.5325036,197,21.0
1734158210.1405704,198,15.0
1734158230.6274657,199,27.0
