Wall time,Step,Value
1734454585.731749,122,17.0
1734454720.7117429,123,103.0
1734454834.7615938,124,135.0
1734454871.1751294,125,40.0
1734454891.9768403,126,13.0
1734454922.9182155,127,31.0
1734454947.563893,128,14.0
1734454986.9516864,129,53.0
1734455009.3613975,130,30.0
1734455064.0519896,131,35.0
1734455104.473289,132,49.0
1734455129.0161657,133,26.0
1734455171.8279805,134,37.0
1734455237.7388072,135,60.0
1734455340.9320574,136,122.0
1734455387.3543556,137,52.0
1734455422.2973135,138,18.0
1734455438.628234,139,13.0
1734455466.1732538,140,14.0
1734455493.3183372,141,40.0
1734455589.9619272,142,35.0
1734455663.1102679,143,56.0
1734455683.3051026,144,22.0
1734455720.1337688,145,45.0
1734455727.3319619,146,20.0
1734455748.3530505,147,17.0
1734455825.7430308,148,95.0
1734455896.7799053,149,65.0
1734455972.3146029,150,72.0
1734456009.5860431,151,43.0
1734456067.0288289,152,59.0
1734456148.553446,153,46.0
1734456192.3082771,154,24.0
1734456264.5255044,155,41.0
1734456285.0784104,156,15.0
1734456387.408825,157,58.0
1734456396.9642615,158,15.0
1734456437.2860894,159,22.0
1734456454.3550265,160,36.0
1734456471.1144934,161,21.0
1734456474.4292052,162,13.0
1734456564.7394483,163,88.0
1734456616.728592,164,24.0
1734456632.4119546,165,14.0
1734456645.5765078,166,24.0
1734456726.1924126,167,50.0
1734456735.5606122,168,18.0
1734456778.8276236,169,59.0
1734456862.117513,170,61.0
1734456947.5511982,171,66.0
1734456957.7285686,172,18.0
1734456980.1952274,173,15.0
1734457007.1568668,174,14.0
1734457063.291993,175,22.0
1734457069.0217106,176,13.0
1734457228.8763576,177,42.0
1734457261.0149233,178,41.0
1734457321.3824737,179,43.0
1734457351.9687037,180,25.0
1734457433.675315,181,51.0
1734457477.2272723,182,62.0
1734457487.4741342,183,17.0
1734457494.6135035,184,18.0
1734457534.121799,185,39.0
1734457698.4542966,186,77.0
1734457715.0269306,187,31.0
1734457765.3806746,188,28.0
1734457832.4560294,189,54.0
1734457855.3316467,190,20.0
1734457887.353926,191,23.0
1734457914.3906252,192,15.0
1734457959.033902,193,41.0
1734457998.9513767,194,36.0
1734458046.4436386,195,57.0
1734458112.898738,196,66.0
1734458151.3048553,197,24.0
1734458158.5183291,198,15.0
1734458176.713887,199,26.0
